tumor,expansion,type,count
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,5
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3434_NT_T3,2.0,expanding,4
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,1
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
3435_NT_T1,,non-expanding,0
